Number of robot passes: 348

Number of trays: 6

Tray 1
No  Cir Pos     X        Y     Angle 
29   1   29   80.02    -55.7    325.2
30   1   30   89.6     -38.45   336.8
31   1   31   95.5     -19.63   348.4
32   2   1    83.5     0        0    
33   2   2    81.25    19.26    13.3 
34   2   3    74.62    37.47    26.7 
35   2   4    63.96    53.67    40   
36   2   5    49.86    66.98    53.3 
37   2   6    33.07    76.67    66.7 
38   2   7    14.5     82.23    80   
39   2   8    -4.86    83.36    93.3 
40   2   9    -23.95   79.99    106.7
41   2   10   -41.75   72.31    120  
42   2   11   -57.3    60.74    133.3
43   2   12   -69.76   45.88    146.7
44   2   13   -78.46   28.56    160  
45   2   14   -82.94   9.69     173.3
46   2   15   -82.94   -9.69    186.7
47   2   16   -78.46   -28.56   200  
48   2   17   -69.76   -45.88   213.3
49   2   18   -57.3    -60.74   226.7
50   2   19   -41.75   -72.31   240  
51   2   20   -23.95   -79.99   253.3
52   2   21   -4.86    -83.36   266.7
53   2   22   14.5     -82.23   280  
54   2   23   33.07    -76.67   293.3
55   2   24   49.86    -66.98   306.7
56   2   25   63.96    -53.67   320  
57   2   26   74.62    -37.47   333.3
58   2   27   81.25    -19.26   346.7

Tray 3
No  Cir Pos     X        Y     Angle 
1    1   1    97.5     0        0    
2    1   2    95.5     19.63    11.6 
3    1   3    89.6     38.45    23.2 
4    1   4    80.02    55.7     34.8 
5    1   5    67.17    70.67    46.5 
6    1   6    51.57    82.74    58.1 
7    1   7    33.86    91.43    69.7 
8    1   8    14.76    96.38    81.3 
9    1   9    -4.94    97.37    92.9 
10   1   10   -24.44   94.39    104.5
11   1   11   -42.94   87.54    116.1
12   1   12   -59.68   77.1     127.7
13   1   13   -73.98   63.51    139.4
14   1   14   -85.25   47.32    151  
15   1   15   -93.03   29.19    162.6
16   1   16   -97      9.86     174.2
17   1   17   -97      -9.86    185.8
18   1   18   -93.03   -29.19   197.4
19   1   19   -85.25   -47.32   209  
20   1   20   -73.98   -63.51   220.6
21   1   21   -59.68   -77.1    232.3
22   1   22   -42.94   -87.54   243.9
23   1   23   -24.44   -94.39   255.5
24   1   24   -4.94    -97.37   267.1
25   1   25   14.76    -96.38   278.7
26   1   26   33.86    -91.43   290.3
27   1   27   51.57    -82.74   301.9
28   1   28   67.17    -70.67   313.5
29   1   29   80.02    -55.7    325.2
30   1   30   89.6     -38.45   336.8
31   1   31   95.5     -19.63   348.4
32   2   1    83.5     0        0    
33   2   2    81.25    19.26    13.3 
34   2   3    74.62    37.47    26.7 
35   2   4    63.96    53.67    40   
36   2   5    49.86    66.98    53.3 
37   2   6    33.07    76.67    66.7 
38   2   7    14.5     82.23    80   
39   2   8    -4.86    83.36    93.3 
40   2   9    -23.95   79.99    106.7
41   2   10   -41.75   72.31    120  
42   2   11   -57.3    60.74    133.3
43   2   12   -69.76   45.88    146.7
44   2   13   -78.46   28.56    160  
45   2   14   -82.94   9.69     173.3
46   2   15   -82.94   -9.69    186.7
47   2   16   -78.46   -28.56   200  
48   2   17   -69.76   -45.88   213.3
49   2   18   -57.3    -60.74   226.7
50   2   19   -41.75   -72.31   240  
51   2   20   -23.95   -79.99   253.3
52   2   21   -4.86    -83.36   266.7
53   2   22   14.5     -82.23   280  
54   2   23   33.07    -76.67   293.3
55   2   24   49.86    -66.98   306.7
56   2   25   63.96    -53.67   320  
57   2   26   74.62    -37.47   333.3
58   2   27   81.25    -19.26   346.7

Tray 4
No  Cir Pos     X        Y     Angle 
1    1   1    97.5     0        0    
2    1   2    95.5     19.63    11.6 
3    1   3    89.6     38.45    23.2 
4    1   4    80.02    55.7     34.8 
5    1   5    67.17    70.67    46.5 
6    1   6    51.57    82.74    58.1 
7    1   7    33.86    91.43    69.7 
8    1   8    14.76    96.38    81.3 
9    1   9    -4.94    97.37    92.9 
10   1   10   -24.44   94.39    104.5
11   1   11   -42.94   87.54    116.1
12   1   12   -59.68   77.1     127.7
13   1   13   -73.98   63.51    139.4
14   1   14   -85.25   47.32    151  
15   1   15   -93.03   29.19    162.6
16   1   16   -97      9.86     174.2
17   1   17   -97      -9.86    185.8
18   1   18   -93.03   -29.19   197.4
19   1   19   -85.25   -47.32   209  
20   1   20   -73.98   -63.51   220.6
21   1   21   -59.68   -77.1    232.3
22   1   22   -42.94   -87.54   243.9
23   1   23   -24.44   -94.39   255.5
24   1   24   -4.94    -97.37   267.1
25   1   25   14.76    -96.38   278.7
26   1   26   33.86    -91.43   290.3
27   1   27   51.57    -82.74   301.9
28   1   28   67.17    -70.67   313.5
29   1   29   80.02    -55.7    325.2
30   1   30   89.6     -38.45   336.8
31   1   31   95.5     -19.63   348.4
32   2   1    83.5     0        0    
33   2   2    81.25    19.26    13.3 
34   2   3    74.62    37.47    26.7 
35   2   4    63.96    53.67    40   
36   2   5    49.86    66.98    53.3 
37   2   6    33.07    76.67    66.7 
38   2   7    14.5     82.23    80   
39   2   8    -4.86    83.36    93.3 
40   2   9    -23.95   79.99    106.7
41   2   10   -41.75   72.31    120  
42   2   11   -57.3    60.74    133.3
43   2   12   -69.76   45.88    146.7
44   2   13   -78.46   28.56    160  
45   2   14   -82.94   9.69     173.3
46   2   15   -82.94   -9.69    186.7
47   2   16   -78.46   -28.56   200  
48   2   17   -69.76   -45.88   213.3
49   2   18   -57.3    -60.74   226.7
50   2   19   -41.75   -72.31   240  
51   2   20   -23.95   -79.99   253.3
52   2   21   -4.86    -83.36   266.7
53   2   22   14.5     -82.23   280  
54   2   23   33.07    -76.67   293.3
55   2   24   49.86    -66.98   306.7
56   2   25   63.96    -53.67   320  
57   2   26   74.62    -37.47   333.3
58   2   27   81.25    -19.26   346.7

Tray 5
No  Cir Pos     X        Y     Angle 
1    1   1    97.5     0        0    
2    1   2    95.5     19.63    11.6 
3    1   3    89.6     38.45    23.2 
4    1   4    80.02    55.7     34.8 
5    1   5    67.17    70.67    46.5 
6    1   6    51.57    82.74    58.1 
7    1   7    33.86    91.43    69.7 
8    1   8    14.76    96.38    81.3 
9    1   9    -4.94    97.37    92.9 
10   1   10   -24.44   94.39    104.5
11   1   11   -42.94   87.54    116.1
12   1   12   -59.68   77.1     127.7
13   1   13   -73.98   63.51    139.4
14   1   14   -85.25   47.32    151  
15   1   15   -93.03   29.19    162.6
16   1   16   -97      9.86     174.2
17   1   17   -97      -9.86    185.8
18   1   18   -93.03   -29.19   197.4
19   1   19   -85.25   -47.32   209  
20   1   20   -73.98   -63.51   220.6
21   1   21   -59.68   -77.1    232.3
22   1   22   -42.94   -87.54   243.9
23   1   23   -24.44   -94.39   255.5
24   1   24   -4.94    -97.37   267.1
25   1   25   14.76    -96.38   278.7
26   1   26   33.86    -91.43   290.3
27   1   27   51.57    -82.74   301.9
28   1   28   67.17    -70.67   313.5
29   1   29   80.02    -55.7    325.2
30   1   30   89.6     -38.45   336.8
31   1   31   95.5     -19.63   348.4
32   2   1    83.5     0        0    
33   2   2    81.25    19.26    13.3 
34   2   3    74.62    37.47    26.7 
35   2   4    63.96    53.67    40   
36   2   5    49.86    66.98    53.3 
37   2   6    33.07    76.67    66.7 
38   2   7    14.5     82.23    80   
39   2   8    -4.86    83.36    93.3 
40   2   9    -23.95   79.99    106.7
41   2   10   -41.75   72.31    120  
42   2   11   -57.3    60.74    133.3
43   2   12   -69.76   45.88    146.7
44   2   13   -78.46   28.56    160  
45   2   14   -82.94   9.69     173.3
46   2   15   -82.94   -9.69    186.7
47   2   16   -78.46   -28.56   200  
48   2   17   -69.76   -45.88   213.3
49   2   18   -57.3    -60.74   226.7
50   2   19   -41.75   -72.31   240  
51   2   20   -23.95   -79.99   253.3
52   2   21   -4.86    -83.36   266.7
53   2   22   14.5     -82.23   280  
54   2   23   33.07    -76.67   293.3
55   2   24   49.86    -66.98   306.7
56   2   25   63.96    -53.67   320  
57   2   26   74.62    -37.47   333.3
58   2   27   81.25    -19.26   346.7

Tray 6
No  Cir Pos     X        Y     Angle 
1    1   1    97.5     0        0    
2    1   2    95.5     19.63    11.6 
3    1   3    89.6     38.45    23.2 
4    1   4    80.02    55.7     34.8 
5    1   5    67.17    70.67    46.5 
6    1   6    51.57    82.74    58.1 
7    1   7    33.86    91.43    69.7 
8    1   8    14.76    96.38    81.3 
9    1   9    -4.94    97.37    92.9 
10   1   10   -24.44   94.39    104.5
11   1   11   -42.94   87.54    116.1
12   1   12   -59.68   77.1     127.7
13   1   13   -73.98   63.51    139.4
14   1   14   -85.25   47.32    151  
15   1   15   -93.03   29.19    162.6
16   1   16   -97      9.86     174.2
17   1   17   -97      -9.86    185.8
18   1   18   -93.03   -29.19   197.4
19   1   19   -85.25   -47.32   209  
20   1   20   -73.98   -63.51   220.6
21   1   21   -59.68   -77.1    232.3
22   1   22   -42.94   -87.54   243.9
23   1   23   -24.44   -94.39   255.5
24   1   24   -4.94    -97.37   267.1
25   1   25   14.76    -96.38   278.7
26   1   26   33.86    -91.43   290.3
27   1   27   51.57    -82.74   301.9
28   1   28   67.17    -70.67   313.5
29   1   29   80.02    -55.7    325.2
30   1   30   89.6     -38.45   336.8
31   1   31   95.5     -19.63   348.4
32   2   1    83.5     0        0    
33   2   2    81.25    19.26    13.3 
34   2   3    74.62    37.47    26.7 
35   2   4    63.96    53.67    40   
36   2   5    49.86    66.98    53.3 
37   2   6    33.07    76.67    66.7 
38   2   7    14.5     82.23    80   
39   2   8    -4.86    83.36    93.3 
40   2   9    -23.95   79.99    106.7
41   2   10   -41.75   72.31    120  
42   2   11   -57.3    60.74    133.3
43   2   12   -69.76   45.88    146.7
44   2   13   -78.46   28.56    160  
45   2   14   -82.94   9.69     173.3
46   2   15   -82.94   -9.69    186.7
47   2   16   -78.46   -28.56   200  
48   2   17   -69.76   -45.88   213.3
49   2   18   -57.3    -60.74   226.7
50   2   19   -41.75   -72.31   240  
51   2   20   -23.95   -79.99   253.3
52   2   21   -4.86    -83.36   266.7
53   2   22   14.5     -82.23   280  
54   2   23   33.07    -76.67   293.3
55   2   24   49.86    -66.98   306.7
56   2   25   63.96    -53.67   320  
57   2   26   74.62    -37.47   333.3
58   2   27   81.25    -19.26   346.7
